ï»¿Time_s      	Left_FrontWheelSpeed	Right_FrontWheelSpeed
      4.0492	      0.0000	      0.0000
      4.0692	      0.0000	      0.0000
      4.0894	      0.0000	      0.0000
      4.1092	      0.0000	      0.0000
      4.1292	      0.0000	      0.0000
      4.1492	      0.0000	      0.0000
      4.1692	      0.0000	      0.0000
      4.1896	      0.0000	      0.0000
      4.2092	      0.0000	      0.0000
      4.2292	      0.0000	      0.0000
      4.2492	      0.0000	      0.0000
      4.2692	      0.0000	      0.0000
      4.2894	      0.0000	      0.0000
      4.3092	      0.0000	      0.0000
      4.3292	      0.0000	      0.0000
      4.3493	      0.0000	      0.0000
      4.3693	      0.0000	      0.0000
      4.3893	      0.0000	      0.0000
      4.4093	      0.0000	      0.0000
      4.4295	      0.0000	      0.0000
      4.4493	      0.0000	      0.0000
      4.4693	      0.0000	      0.0000
      4.4894	      0.0000	      0.0000
      4.5095	      0.0000	      0.0000
      4.5293	      0.0000	      0.0000
      4.5493	      0.0000	      0.0000
      4.5693	      0.0000	      0.0000
      4.5894	      0.0000	      0.0000
      4.6093	      0.0000	      0.0000
      4.6293	      0.0000	      0.0000
      4.6493	      0.0000	      0.0000
      4.6693	      0.0000	      0.0000
      4.6895	      0.0000	      0.0000
      4.7092	      0.0000	      0.0000
      4.7293	      0.0000	      0.0000
      4.7493	      0.0000	      0.0000
      4.7693	      0.0000	      0.0000
      4.7894	      0.0000	      0.0000
      4.8095	      0.0000	      0.0000
      4.8293	      0.0000	      0.0000
      4.8493	      0.0000	      0.0000
      4.8693	      0.0000	      0.0000
      4.8894	      0.0000	      0.0000
      4.9093	      0.0000	      0.0000
      4.9293	      0.0000	      0.0000
      4.9493	      0.0000	      0.0000
      4.9693	      0.0000	      0.0000
      4.9894	      0.0000	      0.0000
      5.0093	      0.0000	      0.0000
      5.0294	      0.0000	      0.0000
      5.0493	      0.0000	      0.0000
      5.0693	      0.0000	      0.0000
      5.0895	      0.0000	      0.0000
      5.1093	      0.0000	      0.0000
      5.1293	      0.0000	      0.0000
      5.1493	      0.0000	      0.0000
      5.1693	      0.0000	      0.0000
      5.1896	      0.0000	      0.0000
      5.2096	      0.0000	      0.0000
      5.2293	      0.0000	      0.0000
      5.2493	      0.0000	      0.0000
      5.2693	      0.0000	      0.0000
      5.2895	      0.0000	      0.0000
      5.3093	      0.0000	      0.0000
      5.3293	      0.0000	      0.0000
      5.3493	      0.0000	      0.0000
      5.3694	      0.0000	      0.0000
      5.3896	      0.0000	      0.0000
      5.4096	      0.0000	      0.0000
      5.4295	      0.0000	      0.0000
      5.4494	      0.0000	      0.0000
      5.4693	      0.0000	      0.0000
      5.4895	      0.0000	      0.0000
      5.5093	      0.0000	      0.0000
      5.5294	      0.0000	      0.0000
      5.5493	      0.0000	      0.0000
      5.5693	      0.0000	      0.0000
      5.5895	      0.0000	      0.0000
      5.6093	      0.0000	      0.0000
      5.6293	      0.0000	      0.0000
      5.6494	      0.0000	      0.0000
      5.6693	      0.0000	      0.0000
      5.6896	      0.0000	      0.0000
      5.7094	      0.0000	      0.0000
      5.7294	      0.0000	      0.0000
      5.7493	      0.0000	      0.0000
      5.7694	      0.0000	      0.0000
      5.7896	      0.0000	      0.0000
      5.8096	      0.0000	      0.0000
      5.8294	      0.0000	      0.0000
      5.8494	      0.0000	      0.0000
      5.8694	      0.0000	      0.0000
      5.8897	      0.0000	      0.0000
      5.9096	      0.0000	      0.0000
      5.9294	      0.0000	      0.0000
      5.9494	      0.0000	      0.0000
      5.9694	      0.0000	      0.0000
      5.9896	      0.0000	      0.0000
      6.0097	      0.0000	      0.0000
      6.0294	      0.0000	      0.0000
      6.0494	      0.0000	      0.0000
      6.0694	      0.0000	      0.0000
      6.0896	      0.0000	      0.0000
      6.1094	      0.0000	      0.0000
      6.1294	      0.0000	      0.0000
      6.1494	      0.0000	      0.0000
      6.1694	      0.0000	      0.0000
      6.1897	      0.0000	      0.0000
      6.2097	      0.0000	      0.0000
      6.2294	      0.0000	      0.0000
      6.2495	      0.0000	      0.0000
      6.2694	      0.0000	      0.0000
      6.2896	      0.0000	      0.0000
      6.3097	      0.0000	      0.0000
      6.3294	      0.0000	      0.0000
      6.3494	      0.0000	      0.0000
      6.3695	      0.0000	      0.0000
      6.3896	      0.0000	      0.0000
      6.4097	      0.0000	      0.0000
      6.4296	      0.0000	      0.0000
      6.4495	      0.0000	      0.0000
      6.4694	      0.0000	      0.0000
      6.4896	      0.0000	      0.0000
      6.5094	      0.0000	      0.0000
      6.5295	      0.0000	      0.0000
      6.5494	      0.0000	      0.0000
      6.5695	      0.0000	      0.0000
      6.5896	      0.0000	      0.0000
      6.6097	      0.0000	      0.0000
      6.6295	      0.0000	      0.0000
      6.6495	      0.0000	      0.0000
      6.6694	      0.0000	      0.0000
      6.6897	      0.0000	      0.0000
      6.7097	      0.0000	      0.0000
      6.7295	      0.0000	      0.0000
      6.7495	      0.0000	      0.0000
      6.7694	      0.0000	      0.0000
      6.7897	      0.0000	      0.0000
      6.8097	      0.0000	      0.0000
      6.8295	      0.0000	      0.0000
      6.8495	      0.0000	      0.0000
      6.8695	      0.0000	      0.0000
      6.8899	      0.0000	      0.0000
      6.9097	      0.0000	      0.0000
      6.9296	      0.0000	      0.0000
      6.9495	      0.0000	      0.0000
      6.9695	      0.0000	      0.0000
      6.9897	      0.0000	      0.0000
      7.0097	      0.0000	      0.0000
      7.0295	      0.0000	      0.0000
      7.0496	      0.0000	      0.0000
      7.0695	      0.0000	      0.0000
      7.0897	      0.0000	      0.0000
      7.1098	      0.0000	      0.0000
      7.1296	      0.0000	      0.0000
      7.1495	      0.0000	      0.0000
      7.1695	      0.0000	      0.0000
      7.1898	      0.0000	      0.0000
      7.2098	      0.0000	      0.0000
      7.2295	      0.0000	      0.0000
      7.2495	      0.0000	      0.0000
      7.2695	      0.0000	      0.0000
      7.2897	      0.0000	      0.0000
      7.3098	      0.0000	      0.0000
      7.3296	      0.0000	      0.0000
      7.3495	      0.0000	      0.0000
      7.3696	      0.0000	      0.0000
      7.3898	      0.0000	      0.0000
      7.4098	      0.0000	      0.0000
      7.4297	      0.0000	      0.0000
      7.4496	      0.0000	      0.0000
      7.4695	      0.0000	      0.0000
      7.4897	      0.0000	      0.0000
      7.5098	      0.0000	      0.0000
      7.5296	      0.0000	      0.0000
      7.5496	      0.0000	      0.0000
      7.5696	      0.0000	      0.0000
      7.5898	      0.0000	      0.0000
      7.6098	      0.0000	      0.0000
      7.6296	      0.0000	      0.0000
      7.6496	      0.0000	      0.0000
      7.6695	      0.0000	      0.0000
      7.6899	      0.0000	      0.0000
      7.7098	      0.0000	      0.0000
      7.7296	      0.0000	      0.0000
      7.7496	      0.0000	      0.0000
      7.7695	      0.0000	      0.0000
      7.7898	      0.0000	      0.0000
      7.8098	      0.0000	      0.0000
      7.8296	      0.0000	      0.0000
      7.8496	      0.0000	      0.0000
      7.8695	      0.0000	      0.0000
      7.8899	      0.0000	      0.0000
      7.9095	      0.0000	      0.0000
      7.9297	      0.0000	      0.0000
      7.9496	      0.0000	      0.0000
      7.9696	      0.0000	      0.0000
      7.9898	      0.0000	      0.0000
      8.0098	      0.0000	      0.0000
      8.0297	      0.0000	      0.0000
      8.0496	      0.0000	      0.0000
      8.0695	      0.0000	      0.0000
      8.0898	      0.0000	      0.0000
      8.1098	      0.0000	      0.0000
      8.1297	      0.0000	      0.0000
      8.1496	      0.0000	      0.0000
      8.1696	      0.0000	      0.0000
      8.1899	      0.0000	      0.0000
      8.2098	      0.0000	      0.0000
      8.2295	      0.0000	      0.0000
      8.2497	      0.0000	      0.0000
      8.2696	      0.0000	      0.0000
      8.2899	      0.0000	      0.0000
      8.3098	      0.0000	      0.0000
      8.3297	      0.0000	      0.0000
      8.3497	      0.0000	      0.0000
      8.3697	      0.0000	      0.0000
      8.3899	      0.0000	      0.0000
      8.4098	      0.0000	      0.0000
      8.4298	      0.0000	      0.0000
      8.4497	      0.0000	      0.0000
      8.4696	      0.0000	      0.0000
      8.4899	      0.0000	      0.0000
      8.5099	      0.0000	      0.0000
      8.5297	      0.0000	      0.0000
      8.5497	      0.0000	      0.0000
      8.5697	      0.0000	      0.0000
      8.5899	      0.0000	      0.0000
      8.6099	      0.0000	      0.0000
      8.6297	      0.0000	      0.0000
      8.6497	      0.0000	      0.0000
      8.6696	      0.0000	      0.0000
      8.6900	      0.0000	      0.0000
      8.7099	      0.0000	      0.0000
      8.7297	      0.0000	      0.0000
      8.7497	      0.0000	      0.0000
      8.7697	      0.0000	      0.0000
      8.7899	      0.0000	      0.0000
      8.8099	      0.0000	      0.0000
      8.8296	      0.0000	      0.0000
      8.8498	      0.0000	      0.0000
      8.8698	      0.0000	      0.0000
      8.8900	      0.0000	      0.0000
      8.9099	      0.0000	      0.0000
      8.9297	      0.0000	      0.0000
      8.9497	      0.0000	      0.0000
      8.9697	      0.0000	      0.0000
      8.9899	      0.0000	      0.0000
      9.0099	      0.0000	      0.0000
      9.0298	      0.0000	      0.0000
      9.0498	      0.0000	      0.0000
      9.0696	      0.0000	      0.0000
      9.0900	      0.0000	      0.0000
      9.1099	      0.0000	      0.0000
      9.1298	      0.0000	      0.0000
      9.1498	      0.0000	      0.0000
      9.1697	      0.0000	      0.0000
      9.1902	      0.0000	      0.0000
      9.2099	      0.0000	      0.0000
      9.2299	      0.0000	      0.0000
      9.2498	      0.0000	      0.0000
      9.2697	      0.0000	      0.0000
      9.2900	      0.0000	      0.0000
      9.3099	      0.0000	      0.0000
      9.3298	      0.0000	      0.0000
      9.3498	      0.0000	      0.0000
      9.3698	      0.0000	      0.0000
      9.3901	      0.0000	      0.0000
      9.4099	      0.0000	      0.0000
      9.4299	      0.0000	      0.0000
      9.4499	      0.0000	      0.0000
      9.4697	      0.0000	      0.0000
      9.4900	      0.0000	      0.0000
      9.5099	      0.0000	      0.0000
      9.5299	      0.0000	      0.0000
      9.5498	      0.0000	      0.0000
      9.5698	      0.0000	      0.0000
      9.5900	      0.0000	      0.0000
      9.6099	      0.0000	      0.0000
      9.6297	      0.0000	      0.0000
      9.6499	      0.0000	      0.0000
      9.6698	      0.0000	      0.0000
      9.6901	      0.0000	      0.0000
      9.7100	      0.0000	      0.0000
      9.7299	      0.0000	      0.0000
      9.7498	      0.0000	      0.0000
      9.7699	      0.0000	      0.0000
      9.7900	      0.0000	      0.0000
      9.8100	      0.0000	      0.0000
      9.8298	      0.0000	      0.0000
      9.8499	      0.0000	      0.0000
      9.8698	      0.0000	      0.0000
      9.8900	      0.0000	      0.0000
      9.9100	      0.0000	      0.0000
      9.9299	      0.0000	      0.0000
      9.9499	      0.0000	      0.0000
      9.9698	      0.0000	      0.0000
      9.9901	      0.0000	      0.0000
     10.0100	      0.0000	      0.0000
     10.0299	      0.0000	      0.0000
     10.0499	      0.0000	      0.0000
     10.0698	      0.0000	      0.0000
     10.0901	      0.0000	      0.0000
     10.1100	      0.0000	      0.0000
     10.1299	      0.0000	      0.0000
     10.1499	      0.0000	      0.0000
     10.1698	      0.0000	      0.0000
     10.1902	      0.0000	      0.0000
     10.2100	      0.0000	      0.0000
     10.2300	      0.0000	      0.0000
     10.2499	      0.0000	      0.0000
     10.2697	      0.0000	      0.0000
     10.2901	      0.0000	      0.0000
     10.3100	      0.0000	      0.0000
     10.3299	      0.0000	      0.0000
     10.3499	      0.0000	      0.0000
     10.3698	      0.0000	      0.0000
     10.3902	      0.0000	      0.0000
     10.4100	      0.0000	      0.0000
     10.4300	      0.0000	      0.0000
     10.4500	      0.0000	      0.0000
     10.4699	      0.0000	      0.0000
     10.4901	      0.0000	      0.0000
     10.5100	      0.0000	      0.0000
     10.5300	      0.0000	      0.0000
     10.5499	      0.0000	      0.0000
     10.5699	      0.0000	      0.0000
     10.5901	      0.0000	      0.0000
     10.6100	      0.0000	      0.0000
     10.6300	      0.0000	      0.0000
     10.6500	      0.0000	      0.0000
     10.6700	      0.0000	      0.0000
     10.6902	      0.0000	      0.0000
     10.7100	      0.0000	      0.0000
     10.7300	      0.0000	      0.0000
     10.7500	      0.0000	      0.0000
     10.7700	      0.0000	      0.0000
     10.7902	      0.0000	      0.0000
     10.8100	      0.0000	      0.0000
     10.8300	      0.0000	      0.0000
     10.8500	      0.0000	      0.0000
     10.8699	      0.0000	      0.0000
     10.8903	      0.0000	      0.0000
     10.9100	      0.0000	      0.0000
     10.9300	      0.0000	      0.0000
     10.9500	      0.0000	      0.0000
     10.9699	      0.0000	      0.0000
     10.9902	      0.0000	      0.0000
     11.0100	      0.0000	      0.0000
     11.0300	      0.0000	      0.0000
     11.0500	      0.0000	      0.0000
     11.0699	      0.0000	      0.0000
     11.0902	      0.0000	      0.0000
     11.1101	      0.0000	      0.0000
     11.1300	      0.0000	      0.0000
     11.1500	      0.0000	      0.0000
     11.1699	      0.0000	      0.0000
     11.1903	      0.0000	      0.0000
     11.2101	      0.0000	      0.0000
     11.2300	      0.0000	      0.0000
     11.2500	      0.0000	      0.0000
     11.2700	      0.0000	      0.0000
     11.2902	      0.0000	      0.0000
     11.3101	      0.0000	      0.0000
     11.3300	      0.0000	      0.0000
     11.3500	      0.0000	      0.0000
     11.3699	      0.0000	      0.0000
     11.3901	      0.0000	      0.0000
     11.4101	      0.0000	      0.0000
     11.4301	      0.0000	      0.0000
     11.4501	      0.0000	      0.0000
     11.4701	      0.0000	      0.0000
     11.4902	      0.0000	      0.0000
     11.5101	      0.0000	      0.0000
     11.5301	      0.0000	      0.0000
     11.5501	      0.0000	      0.0000
     11.5701	      0.0000	      0.0000
     11.5902	      0.0000	      0.0000
     11.6101	      0.0000	      0.0000
     11.6301	      0.0000	      0.0000
     11.6501	      0.0000	      0.0000
     11.6701	      0.0000	      0.0000
     11.6903	      0.0000	      0.0000
     11.7101	      0.0000	      0.0000
     11.7301	      0.0000	      0.0000
     11.7501	      0.0000	      0.0000
     11.7701	      0.0000	      0.0000
     11.7903	      0.0000	      0.0000
     11.8101	      0.0000	      0.0000
     11.8301	      0.0000	      0.0000
     11.8501	      0.0000	      0.0000
     11.8701	      0.0000	      0.0000
     11.8904	      0.0000	      0.0000
     11.9101	      0.0000	      0.0000
     11.9302	      0.0000	      0.0000
     11.9501	      0.0000	      0.0000
     11.9701	      0.0000	      0.0000
     11.9903	      0.0000	      0.0000
     12.0101	      0.0000	      0.0000
     12.0301	      0.0000	      0.0000
     12.0501	      0.0000	      0.0000
     12.0701	      0.0000	      0.0000
     12.0903	      0.0000	      0.0000
     12.1101	      0.0000	      0.0000
     12.1301	      0.0000	      0.0000
     12.1501	      0.0000	      0.0000
     12.1701	      0.0000	      0.0000
     12.1904	      0.0000	      0.0000
     12.2102	      0.0000	      0.0000
     12.2302	      0.0000	      0.0000
     12.2502	      0.0000	      0.0000
     12.2701	      0.0000	      0.0000
     12.2903	      0.0000	      0.0000
     12.3101	      0.0000	      0.0000
     12.3302	      0.0000	      0.0000
     12.3501	      0.0000	      0.0000
     12.3700	      0.0000	      0.0000
     12.3904	      0.0000	      0.0000
     12.4102	      0.0000	      0.0000
     12.4302	      0.0000	      0.0000
     12.4502	      0.0000	      0.0000
     12.4700	      0.0000	      0.0000
     12.4904	      0.0000	      0.0000
     12.5101	      0.0000	      0.0000
     12.5302	      0.0000	      0.0000
     12.5502	      0.0000	      0.0000
     12.5701	      0.0000	      0.0000
     12.5904	      0.0000	      0.0000
     12.6102	      0.0000	      0.0000
     12.6302	      0.0000	      0.0000
     12.6502	      0.0000	      0.0000
     12.6700	      0.0000	      0.0000
     12.6905	      0.0000	      0.0000
     12.7102	      0.0000	      0.0000
     12.7302	      0.0000	      0.0000
     12.7502	      0.0000	      0.0000
     12.7701	      0.0000	      0.0000
     12.7904	      0.0000	      0.0000
     12.8102	      0.0000	      0.0000
     12.8302	      0.0000	      0.0000
     12.8502	      0.0000	      0.0000
     12.8700	      0.0000	      0.0000
     12.8905	      0.0000	      0.0000
     12.9102	      0.0000	      0.0000
     12.9302	      0.0000	      0.0000
     12.9502	      0.0000	      0.0000
     12.9701	      0.0000	      0.0000
     12.9904	      0.0000	      0.0000
     13.0102	      0.0000	      0.0000
     13.0302	      0.0000	      0.0000
     13.0503	      0.0000	      0.0000
     13.0701	      0.0000	      0.0000
     13.0904	      0.0000	      0.0000
     13.1102	      0.0000	      0.0000
     13.1303	      0.0000	      0.0000
     13.1502	      0.0000	      0.0000
     13.1701	      0.0000	      0.0000
     13.1905	      0.0000	      0.0000
     13.2103	      0.0000	      0.0000
     13.2303	      0.0000	      0.0000
     13.2503	      0.0000	      0.0000
     13.2701	      0.0000	      0.0000
     13.2905	      0.0000	      0.0000
     13.3102	      0.0000	      0.0000
     13.3303	      0.0000	      0.0000
     13.3503	      0.0000	      0.0000
     13.3701	      0.0000	      0.0000
     13.3905	      0.0000	      0.0000
     13.4103	      0.0000	      0.0000
     13.4302	      0.0000	      0.0000
     13.4503	      0.0000	      0.0000
     13.4703	      0.0000	      0.0000
     13.4905	      0.0000	      0.0000
     13.5103	      0.0000	      0.0000
     13.5303	      0.0000	      0.0000
     13.5503	      0.0000	      0.0000
     13.5702	      0.0000	      0.0000
     13.5905	      0.0000	      0.0000
     13.6103	      0.0000	      0.0000
     13.6303	      0.0000	      0.0000
     13.6503	      0.0000	      0.0000
     13.6702	      0.0000	      0.0000
     13.6906	      0.0000	      0.0000
     13.7103	      0.0000	      0.0000
     13.7303	      0.0000	      0.0000
     13.7503	      0.0000	      0.0000
     13.7702	      0.0000	      0.0000
     13.7905	      0.0000	      0.0000
     13.8103	      0.0000	      0.0000
     13.8304	      0.0000	      0.0000
     13.8504	      0.0000	      0.0000
     13.8703	      0.0000	      0.0000
     13.8906	      0.0000	      0.0000
     13.9103	      0.0000	      0.0000
     13.9304	      0.0000	      0.0000
     13.9503	      0.0000	      0.0000
     13.9702	      0.0000	      0.0000
     13.9905	      0.0000	      0.0000
     14.0103	      0.0000	      0.0000
     14.0304	      0.0000	      0.0000
     14.0504	      0.0000	      0.0000
     14.0703	      0.0000	      0.0000
     14.0906	      0.0000	      0.0000
     14.1103	      0.0000	      0.0000
     14.1304	      0.0000	      0.0000
     14.1504	      0.0000	      0.0000
     14.1703	      0.0000	      0.0000
     14.1907	      0.0000	      0.0000
     14.2104	      0.0000	      0.0000
     14.2304	      0.0000	      0.0000
     14.2504	      0.0000	      0.0000
     14.2703	      0.0000	      0.0000
     14.2906	      0.0000	      0.0000
     14.3103	      0.0000	      0.0000
     14.3304	      0.0000	      0.0000
     14.3504	      0.0000	      0.0000
     14.3703	      0.0000	      0.0000
     14.3907	      0.0000	      0.0000
     14.4104	      0.0000	      0.0000
     14.4303	      0.0000	      0.0000
     14.4504	      0.0000	      0.0000
     14.4704	      0.0000	      0.0000
     14.4906	      0.0000	      0.0000
     14.5104	      0.0000	      0.0000
     14.5304	      0.0000	      0.0000
     14.5504	      0.0000	      0.0000
     14.5703	      0.0000	      0.0000
     14.5906	      0.0000	      0.0000
     14.6104	      0.0000	      0.0000
     14.6305	      0.0000	      0.0000
     14.6504	      0.0000	      0.0000
     14.6704	      0.0000	      0.0000
     14.6907	      0.0000	      0.0000
     14.7104	      0.0000	      0.0000
     14.7305	      0.0000	      0.0000
     14.7504	      0.0000	      0.0000
     14.7703	      0.0000	      0.0000
     14.7906	      0.0000	      0.0000
     14.8104	      0.0000	      0.0000
     14.8304	      0.0000	      0.0000
     14.8505	      0.0000	      0.0000
     14.8704	      0.0000	      0.0000
     14.8907	      0.0000	      0.0000
     14.9104	      0.0000	      0.0000
     14.9305	      0.0000	      0.0000
     14.9505	      0.0000	      0.0000
     14.9704	      0.0000	      0.0000
     14.9906	      0.0000	      0.0000
     15.0105	      0.0000	      0.0000
     15.0305	      0.0000	      0.0000
     15.0505	      0.0000	      0.0000
     15.0704	      0.0000	      0.0000
     15.0907	      0.0000	      0.0000
     15.1105	      0.0000	      0.0000
     15.1305	      0.0000	      0.0000
     15.1505	      0.0000	      0.0000
     15.1704	      0.0000	      0.0000
     15.1907	      0.0000	      0.0000
     15.2105	      0.0000	      0.0000
     15.2305	      0.0000	      0.0000
     15.2505	      0.0000	      0.0000
     15.2704	      0.0000	      0.0000
     15.2907	      0.0000	      0.0000
     15.3105	      0.0000	      0.0000
     15.3305	      0.0000	      0.0000
     15.3505	      0.0000	      0.0000
     15.3704	      0.0000	      0.0000
     15.3908	      0.0000	      0.0000
     15.4105	      0.0000	      0.0000
     15.4304	      0.0000	      0.0000
     15.4505	      0.0000	      0.0000
     15.4705	      0.0000	      0.0000
     15.4907	      0.0000	      0.0000
     15.5105	      0.0000	      0.0000
     15.5306	      0.0000	      0.0000
     15.5505	      0.0000	      0.0000
     15.5704	      0.0000	      0.0000
     15.5907	      0.0000	      0.0000
     15.6105	      0.0000	      0.0000
